file,measure,pitch,fingering,part
annotated_Piano7_candace_page3,2,C#5,3,P1
annotated_Piano7_candace_page3,2,A4,1,P1
annotated_Piano7_candace_page3,2,C#5,3,P1
annotated_Piano7_candace_page3,2,D#5,4,P1
annotated_Piano7_candace_page3,2,E5,5,P1
annotated_Piano7_candace_page3,2,D#5,4,P1
annotated_Piano7_candace_page3,2,C#5,3,P1
annotated_Piano7_candace_page3,2,A4,1,P1
annotated_Piano7_candace_page3,2,C#5,3,P1
annotated_Piano7_candace_page3,2,D#5,4,P1
annotated_Piano7_candace_page3,2,A3,5,P1
annotated_Piano7_candace_page3,2,E4,1,P1
annotated_Piano7_candace_page3,2,E3,1,P1
annotated_Piano7_candace_page3,2,C#4,,P1
annotated_Piano7_candace_page3,2,C#4,3,P1
annotated_Piano7_candace_page3,2,E4,1,P1
annotated_Piano7_candace_page3,2,A3,5,P1
annotated_Piano7_candace_page3,2,E4,1,P1
annotated_Piano7_candace_page3,2,E3,1,P1
annotated_Piano7_candace_page3,2,C#4,,P1
annotated_Piano7_candace_page3,2,C#4,3,P1
annotated_Piano7_candace_page3,2,E4,1,P1
annotated_Piano7_candace_page3,2,E4,,P1
annotated_Piano7_candace_page3,2,E4,,P1
annotated_Piano7_candace_page3,3,F5,5,P1
annotated_Piano7_candace_page3,3,E5,4,P1
annotated_Piano7_candace_page3,3,C5,2,P1
annotated_Piano7_candace_page3,3,A4,1,P1
annotated_Piano7_candace_page3,3,F5,5,P1
annotated_Piano7_candace_page3,3,E5,4,P1
annotated_Piano7_candace_page3,3,C5,2,P1
annotated_Piano7_candace_page3,3,A4,1,P1
annotated_Piano7_candace_page3,3,C5,2,P1
annotated_Piano7_candace_page3,3,E5,4,P1
annotated_Piano7_candace_page3,3,F3,5,P1
annotated_Piano7_candace_page3,3,C4,1,P1
annotated_Piano7_candace_page3,3,A3,3,P1
annotated_Piano7_candace_page3,3,C4,1,P1
annotated_Piano7_candace_page3,3,A3,3,P1
annotated_Piano7_candace_page3,3,E3,4,P1
annotated_Piano7_candace_page3,3,C4,,P1
annotated_Piano7_candace_page3,3,C4,1,P1
annotated_Piano7_candace_page3,3,A3,3,P1
annotated_Piano7_candace_page3,3,C4,1,P1
annotated_Piano7_candace_page3,3,A3,3,P1
annotated_Piano7_candace_page3,3,C4,1,P1
annotated_Piano7_candace_page3,3,F3,,P1
annotated_Piano7_candace_page3,4,F5,5,P1
annotated_Piano7_candace_page3,4,E5,4,P1
annotated_Piano7_candace_page3,4,C5,2,P1
annotated_Piano7_candace_page3,4,A4,5,P1
annotated_Piano7_candace_page3,4,F3,4,P1
annotated_Piano7_candace_page3,4,E3,51,P1
annotated_Piano7_candace_page3,4,C4,,P1
annotated_Piano7_candace_page3,4,C4,1,P1
annotated_Piano7_candace_page3,4,C4,31,P1
annotated_Piano7_candace_page3,4,F5,4,P1
annotated_Piano7_candace_page3,4,E5,51,P1
annotated_Piano7_candace_page3,4,C5,,P1
annotated_Piano7_candace_page3,4,A4,51,P1
annotated_Piano7_candace_page3,4,C5,3,P1
annotated_Piano7_candace_page3,4,E5,1,P1
annotated_Piano7_candace_page3,4,C3,,P1
annotated_Piano7_candace_page3,4,A3,,P1
annotated_Piano7_candace_page3,4,A3,,P1
annotated_Piano7_candace_page3,4,F3,,P1
annotated_Piano7_candace_page3,4,E3,,P1
annotated_Piano7_candace_page3,4,C4,,P1
annotated_Piano7_candace_page3,4,E3,,P1
annotated_Piano7_candace_page3,4,C4,,P1
annotated_Piano7_candace_page3,4,C4,,P1
annotated_Piano7_candace_page3,4,A3,3,P1
annotated_Piano7_candace_page3,4,A3,,P1
annotated_Piano7_candace_page3,5,E5,5,P1
annotated_Piano7_candace_page3,5,D#5,4,P1
annotated_Piano7_candace_page3,5,C#5,3,P1
annotated_Piano7_candace_page3,5,A4,1,P1
annotated_Piano7_candace_page3,5,C#5,3,P1
annotated_Piano7_candace_page3,5,D#5,5,P1
annotated_Piano7_candace_page3,5,E5,,P1
annotated_Piano7_candace_page3,5,D#5,4,P1
annotated_Piano7_candace_page3,5,C#5,1,P1
annotated_Piano7_candace_page3,5,A4,3,P1
annotated_Piano7_candace_page3,5,C#5,4,P1
annotated_Piano7_candace_page3,5,D#5,,P1
annotated_Piano7_candace_page3,5,A3,5,P1
annotated_Piano7_candace_page3,5,E4,1,P1
annotated_Piano7_candace_page3,5,C#4,1,P1
annotated_Piano7_candace_page3,5,E4,1,P1
annotated_Piano7_candace_page3,5,E3,1,P1
annotated_Piano7_candace_page3,5,C#4,,P1
annotated_Piano7_candace_page3,5,A3,5,P1
annotated_Piano7_candace_page3,5,E4,1,P1
annotated_Piano7_candace_page3,5,E4,,P1
annotated_Piano7_candace_page3,5,C#4,,P1
annotated_Piano7_candace_page3,5,E4,,P1
annotated_Piano7_candace_page3,5,C#4,,P1
annotated_Piano7_candace_page3,5,E4,,P1
annotated_Piano7_candace_page3,6,E5,5,P1
annotated_Piano7_candace_page3,6,D#5,4,P1
annotated_Piano7_candace_page3,6,C#5,1,P1
annotated_Piano7_candace_page3,6,A4,,P1
annotated_Piano7_candace_page3,6,C#5,4,P1
annotated_Piano7_candace_page3,6,D#5,5,P1
annotated_Piano7_candace_page3,6,E5,4,P1
annotated_Piano7_candace_page3,6,D#5,,P1
annotated_Piano7_candace_page3,6,C#5,,P1
annotated_Piano7_candace_page3,6,A4,,P1
annotated_Piano7_candace_page3,6,C#5,,P1
annotated_Piano7_candace_page3,6,D#5,,P1
annotated_Piano7_candace_page3,6,A3,1,P1
annotated_Piano7_candace_page3,6,E4,51,P1
annotated_Piano7_candace_page3,6,E3,3,P1
annotated_Piano7_candace_page3,6,C#4,,P1
annotated_Piano7_candace_page3,6,C#4,1,P1
annotated_Piano7_candace_page3,6,E4,5,P1
annotated_Piano7_candace_page3,6,A3,,P1
annotated_Piano7_candace_page3,6,E4,51,P1
annotated_Piano7_candace_page3,6,E4,,P1
annotated_Piano7_candace_page3,6,E3,,P1
annotated_Piano7_candace_page3,6,C#4,,P1
annotated_Piano7_candace_page3,7,C5,3,P1
annotated_Piano7_candace_page3,7,A4,1,P1
annotated_Piano7_candace_page3,7,A3,51,P1
annotated_Piano7_candace_page3,7,E4,,P1
annotated_Piano7_candace_page3,8,G6,5,P1
annotated_Piano7_candace_page3,8,D5,4,P1
annotated_Piano7_candace_page3,8,A4,1,P1
annotated_Piano7_candace_page3,8,C5,3,P1
annotated_Piano7_candace_page3,8,E5,5,P1
annotated_Piano7_candace_page3,8,C5,3,P1
annotated_Piano7_candace_page3,8,A4,1,P1
annotated_Piano7_candace_page3,8,A3,51,P1
annotated_Piano7_candace_page3,8,E4,,P1
annotated_Piano7_candace_page3,8,A3,51,P1
annotated_Piano7_candace_page3,8,E4,,P1
annotated_Piano7_candace_page3,8,A3,51,P1
annotated_Piano7_candace_page3,8,E4,,P1
annotated_Piano7_candace_page3,9,G6,,P1
annotated_Piano7_candace_page3,9,D5,,P1
annotated_Piano7_candace_page3,9,A4,,P1
annotated_Piano7_candace_page3,9,C5,,P1
annotated_Piano7_candace_page3,9,E5,,P1
annotated_Piano7_candace_page3,9,C5,3,P1
annotated_Piano7_candace_page3,9,A4,1,P1
annotated_Piano7_candace_page3,9,A3,51,P1
annotated_Piano7_candace_page3,9,E4,,P1
annotated_Piano7_candace_page3,9,A3,51,P1
annotated_Piano7_candace_page3,9,E4,,P1
annotated_Piano7_candace_page3,9,A3,51,P1
annotated_Piano7_candace_page3,9,E4,,P1
annotated_Piano7_candace_page3,10,G6,5,P1
annotated_Piano7_candace_page3,10,D5,4,P1
annotated_Piano7_candace_page3,10,A4,1,P1
annotated_Piano7_candace_page3,10,C5,3,P1
annotated_Piano7_candace_page3,10,E5,5,P1
annotated_Piano7_candace_page3,10,C5,3,P1
annotated_Piano7_candace_page3,10,A4,1,P1
annotated_Piano7_candace_page3,10,F3,51,P1
annotated_Piano7_candace_page3,10,C4,,P1
annotated_Piano7_candace_page3,10,F3,51,P1
annotated_Piano7_candace_page3,10,C4,,P1
annotated_Piano7_candace_page3,10,F3,51,P1
annotated_Piano7_candace_page3,10,C4,,P1
annotated_Piano7_candace_page3,11,G6,5,P1
annotated_Piano7_candace_page3,11,D5,4,P1
annotated_Piano7_candace_page3,11,A4,1,P1
annotated_Piano7_candace_page3,11,C5,3,P1
annotated_Piano7_candace_page3,11,E5,5,P1
annotated_Piano7_candace_page3,11,C5,3,P1
annotated_Piano7_candace_page3,11,A4,1,P1
annotated_Piano7_candace_page3,11,F3,51,P1
annotated_Piano7_candace_page3,11,C4,,P1
annotated_Piano7_candace_page3,11,F3,51,P1
annotated_Piano7_candace_page3,11,C4,,P1
annotated_Piano7_candace_page3,11,F3,51,P1
annotated_Piano7_candace_page3,11,C4,,P1
annotated_Piano7_candace_page3,12,G6,5,P1
annotated_Piano7_candace_page3,12,D5,4,P1
annotated_Piano7_candace_page3,12,A4,1,P1
annotated_Piano7_candace_page3,12,C5,3,P1
annotated_Piano7_candace_page3,12,E5,5,P1
annotated_Piano7_candace_page3,12,C5,3,P1
annotated_Piano7_candace_page3,12,A4,1,P1
annotated_Piano7_candace_page3,12,A2,51,P1
annotated_Piano7_candace_page3,12,E3,,P1
annotated_Piano7_candace_page3,12,A2,51,P1
annotated_Piano7_candace_page3,12,E3,,P1
annotated_Piano7_candace_page3,12,A2,51,P1
annotated_Piano7_candace_page3,12,E3,,P1
annotated_Piano7_candace_page3,13,A6,5,P1
annotated_Piano7_candace_page3,13,D5,4,P1
annotated_Piano7_candace_page3,13,A4,1,P1
annotated_Piano7_candace_page3,13,C5,3,P1
annotated_Piano7_candace_page3,13,E5,5,P1
annotated_Piano7_candace_page3,13,C5,3,P1
annotated_Piano7_candace_page3,13,A4,1,P1
annotated_Piano7_candace_page3,13,A2,51,P1
annotated_Piano7_candace_page3,13,E3,,P1
annotated_Piano7_candace_page3,13,A2,51,P1
annotated_Piano7_candace_page3,13,E3,,P1
annotated_Piano7_candace_page3,13,A2,51,P1
annotated_Piano7_candace_page3,13,E3,,P1
annotated_Piano7_candace_page3,14,E4,2,P1
annotated_Piano7_candace_page3,14,D4,1,P1
annotated_Piano7_candace_page3,14,E4,2,P1
annotated_Piano7_candace_page3,14,G#4,4,P1
annotated_Piano7_candace_page3,14,A4,5,P1
annotated_Piano7_candace_page3,14,G#4,4,P1
annotated_Piano7_candace_page3,14,E4,2,P1
annotated_Piano7_candace_page3,14,D4,1,P1
annotated_Piano7_candace_page3,14,E4,2,P1
annotated_Piano7_candace_page3,14,G#4,4,P1
annotated_Piano7_candace_page3,14,A4,5,P1
annotated_Piano7_candace_page3,14,G#4,4,P1
annotated_Piano7_candace_page3,14,A3,3,P1
annotated_Piano7_candace_page3,14,E3,3,P1
annotated_Piano7_candace_page3,14,C4,,P1
annotated_Piano7_candace_page3,14,C4,1,P1
annotated_Piano7_candace_page3,14,C3,1,P1
annotated_Piano7_candace_page3,14,A3,,P1
annotated_Piano7_candace_page3,14,A3,3,P1
annotated_Piano7_candace_page3,14,C4,1,P1
annotated_Piano7_candace_page3,14,A3,3,P1
annotated_Piano7_candace_page3,14,C4,1,P1
annotated_Piano7_candace_page3,14,A3,3,P1
annotated_Piano7_candace_page3,14,E3,51,P1
annotated_Piano7_candace_page3,14,C4,,P1
annotated_Piano7_candace_page3,14,A3,,P1
annotated_Piano7_candace_page3,14,C4,,P1
annotated_Piano7_candace_page3,15,E4,2,P1
annotated_Piano7_candace_page3,15,D4,1,P1
annotated_Piano7_candace_page3,15,E4,2,P1
annotated_Piano7_candace_page3,15,G#4,4,P1
annotated_Piano7_candace_page3,15,A4,5,P1
annotated_Piano7_candace_page3,15,G#4,4,P1
annotated_Piano7_candace_page3,15,C#4,125,P1
annotated_Piano7_candace_page3,15,E4,,P1
annotated_Piano7_candace_page3,15,A4,,P1
annotated_Piano7_candace_page3,15,A3,3,P1
annotated_Piano7_candace_page3,15,C#4,1,P1
annotated_Piano7_candace_page3,15,A3,3,P1
annotated_Piano7_candace_page3,15,C#4,1,P1
annotated_Piano7_candace_page3,15,A3,3,P1
annotated_Piano7_candace_page3,15,E3,51,P1
annotated_Piano7_candace_page3,15,C#4,,P1
annotated_Piano7_candace_page3,15,A2,,P1
annotated_Piano7_candace_page3,15,A3,,P1
annotated_piano17_cmajor_page1,1,C4,1,P1
annotated_piano17_cmajor_page1,1,D4,2,P1
annotated_piano17_cmajor_page1,1,E4,3,P1
annotated_piano17_cmajor_page1,1,F4,1,P1
annotated_piano17_cmajor_page1,1,G4,2,P1
annotated_piano17_cmajor_page1,1,A4,3,P1
annotated_piano17_cmajor_page1,1,B4,4,P1
annotated_piano17_cmajor_page1,1,C5,1,P1
annotated_piano17_cmajor_page1,2,D5,2,P1
annotated_piano17_cmajor_page1,2,E5,3,P1
annotated_piano17_cmajor_page1,2,F5,1,P1
annotated_piano17_cmajor_page1,2,G5,2,P1
annotated_piano17_cmajor_page1,2,A5,3,P1
annotated_piano17_cmajor_page1,2,B5,4,P1
annotated_piano17_cmajor_page1,2,C6,5,P1
annotated_piano17_cmajor_page1,2,B5,4,P1
annotated_piano17_cmajor_page1,3,A5,3,P1
annotated_piano17_cmajor_page1,3,G5,2,P1
annotated_piano17_cmajor_page1,3,F5,1,P1
annotated_piano17_cmajor_page1,3,E5,3,P1
annotated_piano17_cmajor_page1,3,D5,2,P1
annotated_piano17_cmajor_page1,3,C5,1,P1
annotated_piano17_cmajor_page1,3,B4,4,P1
annotated_piano17_cmajor_page1,3,A4,3,P1
annotated_piano17_cmajor_page1,4,G4,2,P1
annotated_piano17_cmajor_page1,4,F4,1,P1
annotated_piano17_cmajor_page1,4,E4,3,P1
annotated_piano17_cmajor_page1,4,D4,2,P1
annotated_piano17_cmajor_page1,4,C4,1,P1
annotated_piano17_cmajor_page1,5,G3,1,P1
annotated_piano17_cmajor_page1,6,C4,4,P1
annotated_piano17_cmajor_page1,6,B3,3,P1
annotated_piano17_cmajor_page1,6,C4,4,P1
annotated_piano17_cmajor_page1,7,A3,2,P1
annotated_piano17_cmajor_page1,7,G3,1,P1
annotated_piano17_cmajor_page1,7,C4,3,P1
annotated_piano17_cmajor_page1,8,D4,4,P1
annotated_piano17_cmajor_page1,8,E4,5,P1
annotated_piano17_cmajor_page1,8,D4,4,P1
annotated_piano17_cmajor_page1,8,E4,5,P1
annotated_piano17_cmajor_page1,8,C4,3,P1
annotated_piano17_cmajor_page1,9,D4,4,P1
annotated_piano17_cmajor_page1,9,D4,4,P1
annotated_piano17_cmajor_page1,9,G3,1,P1
annotated_piano17_cmajor_page1,10,C4,4,P1
annotated_piano17_cmajor_page1,10,B3,3,P1
annotated_piano17_cmajor_page1,10,C4,4,P1
annotated_piano17_cmajor_page1,11,A3,2,P1
annotated_piano17_cmajor_page1,11,G3,1,P1
annotated_piano17_cmajor_page1,11,C4,2,P1
annotated_piano17_cmajor_page1,12,D4,3,P1
annotated_piano17_cmajor_page1,12,E4,4,P1
annotated_piano17_cmajor_page1,12,F4,5,P1
annotated_piano17_cmajor_page1,12,E4,4,P1
annotated_piano17_cmajor_page1,12,C4,2,P1
annotated_piano17_cmajor_page1,13,D4,3,P1
annotated_piano17_cmajor_page1,13,C4,2,P1
annotated_piano17_cmajor_page1,13,G3,1,P1
annotated_piano17_cmajor_page1,14,D4,3,P1
annotated_piano17_cmajor_page1,14,E4,4,P1
annotated_piano17_cmajor_page1,14,F4,5,P1
annotated_piano17_cmajor_page1,14,E4,4,P1
annotated_piano17_cmajor_page1,14,D4,3,P1
annotated_piano17_cmajor_page1,15,D4,,P1
annotated_piano17_cmajor_page1,15,E4,4,P1
annotated_piano17_cmajor_page1,15,F4,5,P1
annotated_piano17_cmajor_page1,15,E4,4,P1
annotated_piano17_cmajor_page1,15,D4,3,P1
annotated_piano17_cmajor_page1,16,D4,,P1
annotated_piano17_cmajor_page1,16,E4,4,P1
annotated_piano17_cmajor_page1,16,F4,5,P1
annotated_piano17_cmajor_page1,16,E4,4,P1
annotated_piano17_cmajor_page1,16,B3,2,P1
annotated_piano17_cmajor_page1,17,C4,1,P1
annotated_piano17_cmajor_page1,17,A4,5,P1
annotated_piano17_cmajor_page1,18,G4,4,P1
annotated_piano17_cmajor_page1,18,D4,1,P1
annotated_piano17_cmajor_page1,18,E4,2,P1
annotated_piano17_cmajor_page1,18,F4,3,P1
annotated_piano17_cmajor_page1,18,G4,4,P1
annotated_piano17_cmajor_page1,18,D4,1,P1
annotated_piano17_cmajor_page1,19,E4,3,P1
annotated_piano17_cmajor_page1,19,D4,2,P1
annotated_piano17_cmajor_page1,19,A3,1,P1
annotated_piano17_cmajor_page1,19,B3,2,P1
annotated_piano17_cmajor_page1,19,G3,1,P1
annotated_piano17_cmajor_page1,20,A3,2,P1
annotated_piano17_cmajor_page1,20,F4,5,P1
annotated_piano17_cmajor_page1,20,E4,4,P1
annotated_piano17_cmajor_page1,21,E4,,P1
annotated_piano17_cmajor_page1,21,D4,3,P1
annotated_piano17_cmajor_page1,21,C4,2,P1
annotated_piano17_cmajor_page1,21,B3,1,P1
annotated_piano17_cmajor_page1,22,C4,2,P1
annotated_piano5_cornflower_page1,1,G5,4,P1
annotated_piano5_cornflower_page1,1,A#4,5,P1
annotated_piano5_cornflower_page1,1,B4,4,P1
annotated_piano5_cornflower_page1,1,D5,2,P1
annotated_piano5_cornflower_page1,2,F#5,3,P1
annotated_piano5_cornflower_page1,3,G5,4,P1
annotated_piano5_cornflower_page1,3,A#4,5,P1
annotated_piano5_cornflower_page1,3,B4,4,P1
annotated_piano5_cornflower_page1,3,D5,2,P1
annotated_piano5_cornflower_page1,4,F#5,3,P1
annotated_piano5_cornflower_page1,4,A5,5,P1
annotated_piano5_cornflower_page1,4,E5,2,P1
annotated_piano5_cornflower_page1,5,D5,2,P1
annotated_piano5_cornflower_page1,6,C5,3,P1
annotated_piano5_cornflower_page1,7,B4,2,P1
annotated_piano5_cornflower_page1,8,E5,2,P1
annotated_piano5_cornflower_page1,8,D5,1,P1
annotated_piano5_cornflower_page1,8,C5,3,P1
annotated_piano5_cornflower_page1,9,B4,4,P1
annotated_piano5_cornflower_page1,10,E5,2,P1
annotated_piano5_cornflower_page1,10,D5,1,P1
annotated_piano5_cornflower_page1,10,C5,3,P1
annotated_piano5_cornflower_page1,11,G5,4,P1
annotated_piano5_cornflower_page1,12,F#5,3,P1
annotated_piano5_cornflower_page1,12,E5,2,P1
annotated_piano5_cornflower_page1,13,D5,1,P1
annotated_piano5_cornflower_page1,14,E5,2,P1
annotated_piano5_cornflower_page1,14,D5,1,P1
annotated_piano5_cornflower_page1,14,C5,3,P1
annotated_piano5_cornflower_page1,15,D5,1,P1
annotated_piano5_cornflower_page1,1,B3,1,P2
annotated_piano5_cornflower_page1,1,G3,1,P2
annotated_piano5_cornflower_page1,1,D3,4,P2
annotated_piano5_cornflower_page1,2,C4,,P2
annotated_piano5_cornflower_page1,2,A3,1,P2
annotated_piano5_cornflower_page1,2,F#3,3,P2
annotated_piano5_cornflower_page1,3,B3,,P2
annotated_piano5_cornflower_page1,3,G3,2,P2
annotated_piano5_cornflower_page1,3,D3,5,P2
annotated_piano5_cornflower_page1,4,C4,,P2
annotated_piano5_cornflower_page1,4,A3,1,P2
annotated_piano5_cornflower_page1,4,F#3,3,P2
annotated_piano5_cornflower_page1,5,B3,,P2
annotated_piano5_cornflower_page1,5,G3,2,P2
annotated_piano5_cornflower_page1,5,D3,5,P2
annotated_piano5_cornflower_page1,6,C4,,P2
annotated_piano5_cornflower_page1,6,A3,1,P2
annotated_piano5_cornflower_page1,6,F#3,3,P2
annotated_piano5_cornflower_page1,7,B3,,P2
annotated_piano5_cornflower_page1,7,G3,2,P2
annotated_piano5_cornflower_page1,7,D3,5,P2
annotated_piano5_cornflower_page1,8,C4,2,P2
annotated_piano5_cornflower_page1,8,A3,1,P2
annotated_piano5_cornflower_page1,8,F#3,3,P2
annotated_piano5_cornflower_page1,9,B3,1,P2
annotated_piano5_cornflower_page1,9,G3,2,P2
annotated_piano5_cornflower_page1,9,D3,5,P2
annotated_piano5_cornflower_page1,10,C4,2,P2
annotated_piano5_cornflower_page1,10,A3,,P2
annotated_piano5_cornflower_page1,10,F#3,3,P2
annotated_piano5_cornflower_page1,11,B3,1,P2
annotated_piano5_cornflower_page1,11,G3,2,P2
annotated_piano5_cornflower_page1,11,D3,5,P2
annotated_piano5_cornflower_page1,12,C4,2,P2
annotated_piano5_cornflower_page1,12,A3,1,P2
annotated_piano5_cornflower_page1,12,F#3,3,P2
annotated_piano5_cornflower_page1,13,B3,1,P2
annotated_piano5_cornflower_page1,13,G3,2,P2
annotated_piano5_cornflower_page1,13,D3,5,P2
annotated_piano5_cornflower_page1,14,C4,2,P2
annotated_piano5_cornflower_page1,14,A3,1,P2
annotated_piano5_cornflower_page1,14,F#3,3,P2
annotated_piano5_cornflower_page1,15,B3,1,P2
annotated_piano5_cornflower_page1,15,G3,2,P2
annotated_piano5_cornflower_page1,15,D3,5,P2
annotated_piano5_cornflower_page2,1,E5,2,P1
annotated_piano5_cornflower_page2,1,D5,1,P1
annotated_piano5_cornflower_page2,1,C5,3,P1
annotated_piano5_cornflower_page2,2,D5,1,P1
annotated_piano5_cornflower_page2,4,G5,4,P1
annotated_piano5_cornflower_page2,4,A#4,5,P1
annotated_piano5_cornflower_page2,4,B4,4,P1
annotated_piano5_cornflower_page2,4,D5,2,P1
annotated_piano5_cornflower_page2,5,F#5,3,P1
annotated_piano5_cornflower_page2,6,G5,4,P1
annotated_piano5_cornflower_page2,6,A#4,5,P1
annotated_piano5_cornflower_page2,6,B4,4,P1
annotated_piano5_cornflower_page2,6,D5,2,P1
annotated_piano5_cornflower_page2,7,F#5,3,P1
annotated_piano5_cornflower_page2,7,A5,5,P1
annotated_piano5_cornflower_page2,7,E5,2,P1
annotated_piano5_cornflower_page2,8,D5,3,P1
annotated_piano5_cornflower_page2,9,C5,4,P1
annotated_piano5_cornflower_page2,10,B4,5,P1
annotated_piano5_cornflower_page2,11,E5,2,P1
annotated_piano5_cornflower_page2,11,D5,1,P1
annotated_piano5_cornflower_page2,11,C5,4,P1
annotated_piano5_cornflower_page2,12,B4,5,P1
annotated_piano5_cornflower_page2,13,E5,2,P1
annotated_piano5_cornflower_page2,13,D5,1,P1
annotated_piano5_cornflower_page2,13,C5,4,P1
annotated_piano5_cornflower_page2,14,G5,4,P1
annotated_piano5_cornflower_page2,1,C4,2,P2
annotated_piano5_cornflower_page2,1,A3,1,P2
annotated_piano5_cornflower_page2,1,F#3,3,P2
annotated_piano5_cornflower_page2,2,B3,1,P2
annotated_piano5_cornflower_page2,2,G3,4,P2
annotated_piano5_cornflower_page2,2,D3,5,P2
annotated_piano5_cornflower_page2,3,C4,2,P2
annotated_piano5_cornflower_page2,3,A3,1,P2
annotated_piano5_cornflower_page2,3,F#3,3,P2
annotated_piano5_cornflower_page2,4,B3,1,P2
annotated_piano5_cornflower_page2,4,G3,4,P2
annotated_piano5_cornflower_page2,4,D3,5,P2
annotated_piano5_cornflower_page2,5,C4,2,P2
annotated_piano5_cornflower_page2,5,A3,1,P2
annotated_piano5_cornflower_page2,5,F#3,3,P2
annotated_piano5_cornflower_page2,6,B3,1,P2
annotated_piano5_cornflower_page2,6,G3,4,P2
annotated_piano5_cornflower_page2,6,D3,5,P2
annotated_piano5_cornflower_page2,7,C4,2,P2
annotated_piano5_cornflower_page2,7,A3,1,P2
annotated_piano5_cornflower_page2,7,F#3,3,P2
annotated_piano5_cornflower_page2,8,B3,1,P2
annotated_piano5_cornflower_page2,8,G3,1,P2
annotated_piano5_cornflower_page2,8,D3,5,P2
annotated_piano5_cornflower_page2,9,C4,2,P2
annotated_piano5_cornflower_page2,9,A3,1,P2
annotated_piano5_cornflower_page2,9,F#3,3,P2
annotated_piano5_cornflower_page2,10,B3,1,P2
annotated_piano5_cornflower_page2,10,G3,4,P2
annotated_piano5_cornflower_page2,10,D3,5,P2
annotated_piano5_cornflower_page2,11,C4,2,P2
annotated_piano5_cornflower_page2,11,A3,1,P2
annotated_piano5_cornflower_page2,11,F#3,3,P2
annotated_piano5_cornflower_page2,12,B3,1,P2
annotated_piano5_cornflower_page2,12,G3,2,P2
annotated_piano5_cornflower_page2,12,D3,5,P2
annotated_piano5_cornflower_page2,13,C4,2,P2
annotated_piano5_cornflower_page2,13,A3,1,P2
annotated_piano5_cornflower_page2,13,F#3,3,P2
annotated_piano5_cornflower_page2,14,C4,2,P2
annotated_piano5_cornflower_page2,14,B3,1,P2
annotated_piano5_cornflower_page2,14,G3,4,P2
